#TAXONOMY	display_taxon	Species	Genus	Family	Order	Class	Phylum	Kingdom
80a811bbe2406171959336694b0421eb	Megasphaera_C hutchinsoni	 Megasphaera_C hutchinsoni	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
c291f4eb2527a421d03e409a214f0ada	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
c273788677728fa051eb76aa7dd1793d	Enterobacter_B_681665 hormaechei_681663	 Enterobacter_B_681665 hormaechei_681663	 Enterobacter_B_681665	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
0235a239f186ca1b2b9b040d546aa07d	Burkholderia-Caballeronia-Paraburkholderia (genus)	 Unclassified	 Burkholderia-Caballeronia-Paraburkholderia	 Burkholderiaceae	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
af051a9f916634a729590155fa9a473e	Staphylococcus aureus	 Staphylococcus aureus	 Staphylococcus	 Staphylococcaceae	 Staphylococcales	 Bacilli	 Bacillota	Bacteria
3707e26d58d3e95b492bba4d06cbca92	Prevotella sp000758925	 Prevotella sp000758925	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
fede28a3caa04f3227f87d84697d36c0	Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
b5abfcd28af143573549937d2d263570	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
b372250204884571203f22de0c90eed9	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
050f1dcc3e567c0f4841583624dad8a2	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
20aa51f9596252dbff072fb7ac23b529	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
d53a699e7d8a4376327b62d6c9b5178d	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
47c901a24e445a182c3245331e9e2f1f	Dialister_37762 micraerophilus	 Dialister_37762 micraerophilus	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
3f007731649396a997012c9f711aa7fe	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
fe3bbd00f8d5481c096194eb5ba2a860	Clostridium_T colicanis	 Clostridium_T colicanis	 Clostridium_T	 Clostridiaceae_222000	 Clostridiales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
9de625e372469f872a3797d7e6570715	Lactobacillus paragasseri	 Lactobacillus paragasseri	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
d1185fc094d36f8d9b5f49f61f10a515	Anaerococcus tetradius	 Anaerococcus tetradius	 Anaerococcus	 Peptoniphilaceae	 Tissierellales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
27e6a57d73b3b81ff36641235231ce3c	Dialister_37762 sp001553355	 Dialister_37762 sp001553355	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
9eca7eae331384326c8db14c7aafdb2c	Prevotella (genus)	 Unclassified	 Prevotella	 Prevotellaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
47f337cb865c4907a6544321609f225e	Burkholderia-Caballeronia-Paraburkholderia (genus)	 Unclassified	 Burkholderia-Caballeronia-Paraburkholderia	 Burkholderiaceae	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
a1e64f5e4a96d6a48029419b3a169a06	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
1c7bf637275a3a88e19ed0ee99ae6499	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
7c647f822e60db7a13bb3849c9bae77c	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
aa380a47a5d19d8910dc33a05ef76df6	Prevotella denticola	 Prevotella denticola	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
cb6642ed92ce503de012974bc1584011	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
f69e72d53a03491eea665dbc0bb86e4d	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
daa2fcb60ec7ef1399af3f48c7c67f3f	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
35502f9c6717b4e0cbdac10962d66eb1	Clostridium_T colicanis	 Clostridium_T colicanis	 Clostridium_T	 Clostridiaceae_222000	 Clostridiales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
5ebef5869e3e426fb78b3ba9c09729f4	Streptococcus (genus)	 Unclassified	 Streptococcus	 Streptococcaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
8debf61fff15db42f75ea0f809e3c1cc	Clostridium_T colicanis	 Clostridium_T colicanis	 Clostridium_T	 Clostridiaceae_222000	 Clostridiales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
befdfe516599278472bb8b3c8396ce3e	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
b0158478d9c2344fb5cd10ff07c0de7c	Sneathia vaginalis	 Sneathia vaginalis	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
b14f184a458c3a19051a9cd715ea2672	Burkholderia-Caballeronia-Paraburkholderia (genus)	 Unclassified	 Burkholderia-Caballeronia-Paraburkholderia	 Burkholderiaceae	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
7c392dee19c1b08b1a7cea7f688ae965	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
c609b255c99b516baabb73430a1f842a	Staphylococcus aureus	 Staphylococcus aureus	 Staphylococcus	 Staphylococcaceae	 Staphylococcales	 Bacilli	 Bacillota	Bacteria
7de39cd5af12ee5d75df8b99cc525b10	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
a374c16605a0f1c6d72b697c47c3c586	Dialister_37762 micraerophilus	 Dialister_37762 micraerophilus	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
e027570571040ee8c96569d34a683728	ZJ293 sp011751725	 ZJ293 sp011751725	 ZJ293	 Actinomycetaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
1898014edefa2569ff58b37f532a18be	Dialister_37762 sp001553355	 Dialister_37762 sp001553355	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
62f8fe08b4ec8a0c8a3d6c0c0ff913e0	Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
7fb3551de156eaf3c4d98b091720db40	Prevotella sp000758925	 Prevotella sp000758925	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
d47fa501275397566283ef08b601ef1e	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
fe5e6610ec33267eba5fa4b45ccf5690	Limosilactobacillus coleohominis_A	 Limosilactobacillus coleohominis_A	 Limosilactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
10579b8222c4e9343eca5b8a0ba8024d	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
729e1256e85cff59d9ea28a49c9ef7fe	Gardnerella (genus)	 Unclassified	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
ea844f5d5a54c3089d249452b8c202b3	Sneathia (genus)	 Unclassified	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
03076a958a588a19a75da586a231cb81	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
dd0026dc20db38f9a1d93f4412b0cd86	Limosilactobacillus coleohominis_A	 Limosilactobacillus coleohominis_A	 Limosilactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
fafa8d82ebbe89b26df3aac43a91f74a	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
cd402e3d8c095ef8331365e57133405e	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
52a2790ddc7ba280f19ded36f1953095	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
5f241e49a9d5ac3b56a66ee0372a58f4	Parvimonas parva	 Parvimonas parva	 Parvimonas	 Peptoniphilaceae	 Tissierellales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
2bdba0471b3b1acb6d832f2a547d8df4	Peptoniphilus_A harei_A	 Peptoniphilus_A harei_A	 Peptoniphilus_A	 Peptoniphilaceae	 Tissierellales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
263c59dff31e6c1f168b16b15eb57925	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
e2c27dc366341c3631f5e8176221f402	Dialister_37762 sp001553355	 Dialister_37762 sp001553355	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
a4b0acf5d603dfe8d7315bb9f3e08bdd	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
f9a5bf3c09a04a3d38748e23036f038a	Megasphaera C hutchinsoni	 Megasphaera C hutchinsoni	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
6b817f01b3a10c0b1cd125ddfbf4254d	Enterobacter_B_713587 hormaechei_712470	 Enterobacter_B_713587 hormaechei_712470	 Enterobacter_B_713587	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
0f4eb61e44c0baae3ed911f4cbd9829c	Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
e07d9554a00920c5a85af6ae63985ad5	Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
2093ede022861530dee390abc4da8c62	Sneathia vaginalis	 Sneathia vaginalis	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
4042cf6c8c4704ac5e0b511ec977f96c	Lactobacillus (genus)	 Unclassified	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
030f042e9016df4784078e735e563d48	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
b9b9ce2911c165df8d559fb9571c8386	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
0872200c13693dcc0ddf6ea8b1e11a3b	Veillonellaceae (family)	 Unclassified	 Unclassified	 Veillonellaceae	 Veillonellales-Selenomonadales	 Negativicutes	 Bacillota	Bacteria
a435993738b869f0758e14ffe817f8c0	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
2be5ff920ee639770ceb45d7da74052e	Fannyhessea vaginae	 Fannyhessea vaginae	 Fannyhessea	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
ceb107f02649a398adcf65bd70236aa4	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
65432221da381e87864f7e8b5251d595	Corynebacterium pyruviciproducens	 Corynebacterium pyruviciproducens	 Corynebacterium	 Mycobacteriaceae	 Mycobacteriales	 Actinomycetes	 Actinomycetota	Bacteria
